"Gene","Module"
"bgh02647","blue"
"bgh03613","turquoise"
"bgh05630","blue"
"bghG005703000001001","blue"
"bgh02723","blue"
"bgh02747","brown"
"bgh00311","blue"
"bgh00019","brown"
"bgh04402","green"
"bgh04718","brown"
"bgh02726","turquoise"
"bgh03887","turquoise"
"bgh03890","turquoise"
"bgh05344","blue"
"bghG005712000001001","blue"
"bgh04597","blue"
"bghG005727000001001","red"
"bgh01090","turquoise"
"bgh01123","red"
"bgh06722","turquoise"
"bgh06612","green"
"bgh01121","red"
"bgh04315","blue"
"bgh02786","brown"
"bgh00368","turquoise"
"bgh01120","brown"
"bgh01971","black"
"bghG005750000002001","brown"
"bgh04255","turquoise"
"bgh01119","brown"
"bgh01124","turquoise"
"bgh05324","brown"
"bghG005750000001001","turquoise"
"bgh00792","blue"
"bgh05276","brown"
"bgh04248","brown"
"bgh05489","turquoise"
"bgh06338","black"
"bghG005763000001001","turquoise"
"bghG005771000001001","pink"
"bghG005776000001001","black"
"bgh01616","brown"
"bgh06305","turquoise"
"bgh01873","turquoise"
"bghG005783000001001","brown"
"bgh01886","blue"
"bgh06841","red"
"bgh00365","turquoise"
"bgh01614","green"
"bghG005786000001001","green"
"bgh03808","red"
"bgh03045","yellow"
"bgh01608","blue"
"bgh01848","blue"
"bghG005808000001001","brown"
"bgh01836","brown"
"bghG005814000001001","blue"
"bgh02717","red"
"bgh02896","purple"
"bgh01831","turquoise"
"bgh03535","green"
"bgh04412","green"
"bghG005823000001001","brown"
"bgh03694","green"
"bgh01486","green"
"bgh01487","brown"
"bghG005841000001001","brown"
"bgh04113","turquoise"
"bghG005853000001001","blue"
"bgh00546","pink"
"bgh01030","blue"
"bgh02112","blue"
"bgh02114","brown"
"bgh03451","red"
"bgh06395","turquoise"
"bghG005860000001001","blue"
"bgh06773","magenta"
"bgh01029","red"
"bgh05066","turquoise"
"bgh00042","brown"
"bgh00621","yellow"
"bgh01028","blue"
"bgh02597","green"
"bgh04052","brown"
"bghG005862000001001","brown"
"bgh02113","turquoise"
"bgh02579","black"
"bghG005871000001001","turquoise"
"bgh06769","magenta"
"bgh02903","turquoise"
"bgh02184","brown"
"bgh01826","red"
"bgh05164","magenta"
"bgh05704","red"
"bgh00854","turquoise"
"bgh02737","red"
"bgh03769","turquoise"
"bgh05817","green"
"bgh01834","black"
"bgh04902","blue"
"bgh06929","blue"
"bgh00165","yellow"
"bgh00762","magenta"
"bgh01911","blue"
"bgh02648","blue"
"bgh01910","red"
"bgh03543","green"
"bgh06213","blue"
"bgh01916","brown"
"bgh01937","yellow"
"bgh01939","green"
"bgh06295","turquoise"
"bgh01179","turquoise"
"bgh06120","blue"
"bgh01176","yellow"
"bgh04359","red"
"bgh03425","green"
"bgh06405","pink"
"bgh02072","purple"
"bgh03258","brown"
"bgh00043","blue"
"bghG005935000001001","turquoise"
"bghG005939000001001","turquoise"
"bgh00710","brown"
"bghG005940000002001","brown"
"bgh02084","yellow"
"bgh02085","red"
"bgh03529","red"
"bgh03544","yellow"
"bghG005940000001001","turquoise"
"bgh02082","red"
"bgh04048","red"
"bghG005942000001001","brown"
"bgh00708","yellow"
"bghG005948000001001","green"
"bgh02701","green"
"bgh02550","red"
"bghG005977000001001","brown"
"bghG005985000001001","turquoise"
"bghG005989000001001","turquoise"
"bghG005990000001001","brown"
"bghG005990000002001","brown"
"bgh05581","green"
"bgh02050","black"
"bgh02816","turquoise"
"bgh03519","turquoise"
"bgh02047","black"
"bgh00009","red"
"bgh04906","brown"
"bgh02045","yellow"
"bgh02048","black"
"bgh02619","red"
"bgh04038","blue"
"bgh02046","red"
"bgh02052","turquoise"
"bgh02056","blue"
"bgh00133","brown"
"bgh06926","turquoise"
"bghG005992000002001","green"
"bghG005992000001001","turquoise"
"bghG006000000001001","turquoise"
"bgh03052","black"
"bghG006005000001001","red"
"bgh05092","yellow"
"bgh02887","yellow"
"bgh06373","yellow"
"bgh02622","brown"
"bghG006008000001001","brown"
"bghG006021000001001","turquoise"
"bgh05788","yellow"
"bgh06631","turquoise"
"bghG006028000001001","turquoise"
"bghG006029000001001","turquoise"
"bgh00067","green"
"bgh00410","yellow"
"bgh03452","turquoise"
"bghG006034000001001","yellow"
"bgh00430","blue"
"bgh00425","turquoise"
"bgh00432","brown"
"bgh02373","red"
"bgh06242","turquoise"
"bgh00218","green"
"bgh00775","brown"
"bgh00412","turquoise"
"bgh00493","blue"
"bgh04853","turquoise"
"bgh06056","green"
"bgh03625","green"
"bgh05376","pink"
"bgh01999","magenta"
"bgh02000","blue"
"bgh03139","brown"
"bgh05185","brown"
"bgh05815","blue"
"bgh05249","red"
"bgh00413","brown"
"bgh00250","green"
"bgh04854","blue"
"bghG006049000002001","red"
"bghG006049000001001","turquoise"
"bgh02734","blue"
"bghG006060000001001","turquoise"
"bghG006061000001001","turquoise"
"bgh00240","turquoise"
"bgh01708","yellow"
"bgh06281","turquoise"
"bgh00429","brown"
"bgh00587","brown"
"bghG006074000002001","green"
"bgh03002","pink"
"bgh00606","blue"
"bghG006074000001001","blue"
"bgh06595","green"
"bgh02900","red"
"bgh05592","green"
"bgh06553","turquoise"
"bgh01881","blue"
"bghG006098000001001","blue"
"bgh00038","blue"
"bgh00604","turquoise"
"bgh00624","blue"
"bgh04418","turquoise"
"bgh04420","blue"
"bgh06087","turquoise"
"bgh06762","green"
"bgh02657","yellow"
"bgh04382","turquoise"
"bgh04757","yellow"
"bgh04393","pink"
"bgh04417","red"
"bgh02538","red"
"bgh02544","yellow"
"bgh03271","turquoise"
"bgh06040","turquoise"
"bgh02277","blue"
"bgh03339","blue"
"bgh03862","blue"
"bgh04385","blue"
"bgh06609","blue"
"bghG006116000001001","yellow"
"bgh00316","blue"
"bgh02694","yellow"
"bgh04401","blue"
"bgh04414","turquoise"
"bgh04415","turquoise"
"bgh05319","black"
"bgh00012","green"
"bgh01863","blue"
"bgh02139","blue"
"bgh02815","yellow"
"bgh03725","blue"
"bgh02138","yellow"
"bgh03132","yellow"
"bgh02690","green"
"bgh00149","turquoise"
"bgh02192","blue"
"bgh02194","blue"
"bgh02193","turquoise"
"bgh02191","blue"
"bgh01744","green"
"bgh02501","turquoise"
"bgh03079","blue"
"bghG006215000001001","blue"
"bghG006215000002001","blue"
"bghG006215000003001","blue"
"bghG006225000001001","brown"
"bgh01896","blue"
"bgh01891","turquoise"
"bghG006233000001001","brown"
"bghG006236000001001","turquoise"
"bghG006237000001001","turquoise"
"bgh01894","turquoise"
"bgh01895","turquoise"
"bghG006238000001001","turquoise"
"bgh04725","green"
"bghG006239000001001","brown"
"bghG006240000001001","brown"
"bghG006244000001001","brown"
"bgh03259","blue"
"bgh06505","magenta"
"bghG006244000002001","green"
"bgh01783","yellow"
"bgh03986","yellow"
"bgh05488","yellow"
"bghG006246000001001","red"
"bgh01893","green"
"bgh03293","red"
"bgh01892","brown"
"bgh03603","purple"
"bgh04257","brown"
"bgh03638","yellow"
"bgh03639","turquoise"
"bgh00858","blue"
"bgh03723","yellow"
"bgh03006","green"
"bghG006273000001001","turquoise"
"bghG006289000001001","turquoise"
"bghG006297000001001","turquoise"
"bgh03818","turquoise"
"bghG006299000001001","turquoise"
"bgh06230","turquoise"
"bghG006307000001001","turquoise"
"bgh02272","green"
"bgh03471","blue"
"bgh03565","brown"
"bgh05931","brown"
"bgh01703","turquoise"
"bgh01719","brown"
"bgh05913","red"
"bgh01701","brown"
"bgh01712","turquoise"
"bgh04249","turquoise"
"bgh04187","green"
"bgh04250","blue"
"bgh05017","green"
"bgh00570","red"
"bgh03537","yellow"
"bgh05390","yellow"
"bgh06485","turquoise"
"bgh05018","yellow"
"bgh05019","brown"
"bghG006335000001001","turquoise"
"bgh04377","turquoise"
"bgh03150","pink"
"bgh06823","brown"
"bghG006345000001001","black"
"bgh02890","pink"
"bgh06283","blue"
"bgh00743","yellow"
"bgh00745","red"
"bgh03513","turquoise"
"bgh00262","magenta"
"bgh02823","purple"
"bgh02899","red"
"bghG006346000001001","yellow"
"bgh00542","yellow"
"bgh02994","yellow"
"bgh06039","blue"
"bgh02990","pink"
"bgh05914","brown"
"bgh01681","blue"
"bgh01676","yellow"
"bgh05571","blue"
"bgh06560","brown"
"bgh01690","turquoise"
"bgh05463","turquoise"
"bgh05750","yellow"
"bgh06158","yellow"
"bgh02612","red"
"bgh05955","blue"
"bgh01975","brown"
"bgh03222","brown"
"bgh05598","blue"
"bgh01977","green"
"bgh02469","yellow"
"bgh05885","turquoise"
"bgh01964","yellow"
"bgh01965","turquoise"
"bgh02110","turquoise"
"bgh01953","red"
"bgh05293","turquoise"
"bgh01966","blue"
"bgh05854","turquoise"
"bgh02123","turquoise"
"bgh01959","turquoise"
"bgh01960","turquoise"
"bgh01972","yellow"
"bgh01974","blue"
"bgh01978","yellow"
"bgh00674","yellow"
"bgh01983","blue"
"bgh00686","brown"
"bgh02889","black"
"bgh02893","yellow"
"bghG006391000001001","yellow"
"bgh02457","magenta"
"bgh05083","blue"
"bgh02683","brown"
"bghG006402000004001","turquoise"
"bgh00527","red"
"bgh02685","blue"
"bgh03856","red"
"bghG006402000003001","brown"
"bgh01056","yellow"
"bgh06252","green"
"bgh06597","yellow"
"bghG006402000002001","blue"
"bgh00851","turquoise"
"bgh04524","green"
"bgh04565","turquoise"
"bghG006402000005001","brown"
"bghG006403000002001","brown"
"bghG006406000001001","blue"
"bgh02682","brown"
"bgh05708","red"
"bgh06004","blue"
"bgh01424","turquoise"
"bgh01145","yellow"
"bgh03618","blue"
"bgh00035","pink"
"bgh00193","green"
"bgh00783","brown"
"bgh01144","green"
"bghG006408000001001","brown"
"bgh03080","turquoise"
"bgh05093","blue"
"bgh05094","turquoise"
"bgh05139","green"
"bgh05461","blue"
"bgh02256","turquoise"
"bghG006420000001001","blue"
"bgh04081","green"
"bgh00095","turquoise"
"bgh02637","blue"
"bghG006435000001001","green"
"bgh00162","green"
"bghG006436000001001","turquoise"
"bgh02636","turquoise"
"bgh02638","brown"
"bghG006436000002001","brown"
"bgh00114","green"
"bgh00590","brown"
"bgh00636","pink"
"bgh06888","yellow"
"bgh01068","purple"
"bgh01635","turquoise"
"bgh00137","turquoise"
"bgh06191","turquoise"
"bgh02323","green"
"bgh02635","brown"
"bgh00053","green"
"bgh02342","green"
"bgh00284","green"
"bgh06540","brown"
"bghG006452000001001","turquoise"
"bgh00073","red"
"bghG006466000001001","green"
"bgh04077","green"
"bgh05086","green"
"bgh05491","green"
"bgh04225","green"
"bgh05412","green"
"bghG006495000001001","red"
"bgh02318","turquoise"
"bgh02325","turquoise"
"bgh04046","green"
"bgh00249","green"
"bghG006508000001001","green"
"bgh04078","green"
"bgh02813","turquoise"
"bgh02814","turquoise"
"bgh04982","yellow"
"bgh04002","green"
"bghG006509000001001","brown"
"bghG006510000001001","blue"
"bgh02340","yellow"
"bgh02349","yellow"
"bghG006513000002001","brown"
"bghG006513000001001","green"
"bgh02986","blue"
"bgh03010","blue"
"bgh05888","black"
"bgh06770","turquoise"
"bghG006515000001001","turquoise"
"bgh02091","blue"
"bgh02092","yellow"
"bgh02207","blue"
"bgh04875","brown"
"bgh00103","turquoise"
"bgh01654","blue"
"bgh06743","yellow"
"bgh06133","brown"
"bgh02939","turquoise"
"bgh02310","turquoise"
"bgh02344","green"
"bgh05925","brown"
"bgh01677","brown"
"bgh04830","brown"
"bgh04832","brown"
"bgh01787","green"
"bgh06882","blue"
"bgh00668","turquoise"
"bgh00670","yellow"
"bgh02751","turquoise"
"bgh05905","turquoise"
"bgh00625","blue"
"bgh02749","blue"
"bgh02851","red"
"bgh05270","turquoise"
"bghG006578000001001","turquoise"
"bghG006578000002001","turquoise"
"bgh02722","blue"
"bgh02724","turquoise"
"bghG006617000001001","pink"
"bgh01210","red"
"bgh01215","yellow"
"bgh01214","brown"
"bgh03704","brown"
"bgh01926","turquoise"
"bgh04698","brown"
"bgh03861","green"
"bgh04836","blue"
"bgh06954","blue"
"bgh00156","blue"
"bgh00367","blue"
"bgh01211","blue"
"bgh00183","blue"
"bgh01213","turquoise"
"bgh03874","turquoise"
"bghG006623000001001","turquoise"
"bgh03901","turquoise"
"bgh00981","yellow"
"bgh00982","brown"
"bgh04381","turquoise"
"bgh04638","yellow"
"bgh01011","blue"
"bgh01010","turquoise"
"bgh00984","blue"
"bgh04268","turquoise"
"bgh06899","turquoise"
"bgh03786","turquoise"
"bgh03138","turquoise"
"bghG006682000001001","green"
"bgh04020","green"
"bgh02456","red"
"bgh04977","yellow"
"bgh04014","green"
"bgh03636","green"
"bgh02031","magenta"
"bgh01593","yellow"
"bgh01595","turquoise"
"bgh03899","brown"
"bghG006712000001001","brown"
"bgh02094","turquoise"
"bgh02146","turquoise"
"bghG006712000002001","brown"
"bgh04907","green"
"bgh02133","blue"
"bgh02137","yellow"
"bgh05528","brown"
"bgh02093","blue"
"bgh02145","brown"
"bgh02032","turquoise"
"bgh02984","blue"
"bgh00903","turquoise"
"bgh00991","black"
"bgh02029","brown"
"bgh02033","turquoise"
"bgh02034","yellow"
"bghG006725000001001","green"
"bgh03505","turquoise"
"bgh02269","red"
"bgh02035","yellow"
"bgh02030","green"
"bgh00896","turquoise"
"bgh04576","black"
"bgh03158","pink"
"bgh02366","green"
"bgh00897","red"
"bgh05297","green"
"bghG006755000001001","turquoise"
"bgh00127","green"
"bgh01014","turquoise"
"bgh05010","yellow"
"bgh05234","yellow"
"bgh03159","brown"
"bgh00553","red"
"bgh00554","blue"
"bgh00565","turquoise"
"bgh05587","turquoise"
"bgh06114","brown"
"bgh05676","turquoise"
"bgh00898","turquoise"
"bgh02713","blue"
"bgh02777","blue"
"bgh02820","blue"
"bgh00667","yellow"
"bgh02053","blue"
"bgh02055","blue"
"bgh00246","blue"
"bgh03724","green"
"bgh03952","blue"
"bgh03719","blue"
"bgh00995","green"
"bgh01844","blue"
"bgh01845","pink"
"bgh06723","blue"
"bghG006807000001001","turquoise"
"bgh01077","green"
"bgh01078","yellow"
"bgh03173","blue"
"bgh00219","turquoise"
"bgh03175","blue"
"bgh05211","yellow"
"bghG006854000001001","blue"
"bgh06119","black"
"bgh06298","green"
"bgh06639","turquoise"
"bgh05187","brown"
"bgh05048","turquoise"
"bghG006856000001001","turquoise"
"bgh05188","brown"
"bgh00731","magenta"
"bgh00010","blue"
"bgh05189","magenta"
"bgh00115","magenta"
"bgh05205","turquoise"
"bgh02494","blue"
"bgh04318","brown"
"bgh04798","turquoise"
"bgh04801","black"
"bgh05070","turquoise"
"bgh06043","turquoise"
"bgh06472","blue"
"bgh04292","turquoise"
"bgh04320","blue"
"bgh04321","blue"
"bgh05217","yellow"
"bgh05662","turquoise"
"bghG006869000001001","blue"
"bgh03771","blue"
"bgh02668","green"
"bgh03812","brown"
"bgh01808","brown"
"bgh01810","blue"
"bgh03289","turquoise"
"bgh05789","pink"
"bgh02388","pink"
"bgh05693","turquoise"
"bgh00141","turquoise"
"bgh02370","brown"
"bgh03130","green"
"bgh03957","yellow"
"bgh06176","yellow"
"bgh01254","blue"
"bgh01256","yellow"
"bgh02363","yellow"
"bgh06500","turquoise"
"bgh03854","black"
"bgh01409","red"
"bgh06874","yellow"
"bgh01410","turquoise"
"bgh04702","turquoise"
"bgh04700","turquoise"
"bgh01623","blue"
"bgh03880","turquoise"
"bgh01673","turquoise"
"bgh05435","red"
"bgh01415","brown"
"bgh04708","black"
"bgh05101","brown"
"bghG006911000001001","black"
"bgh05366","brown"
"bgh01662","turquoise"
"bgh04778","turquoise"
"bgh04784","brown"
"bgh03053","turquoise"
"bgh03308","brown"
"bgh01661","turquoise"
"bgh03238","blue"
"bghG006977000001001","turquoise"
"bgh00085","blue"
"bgh02142","yellow"
"bgh06732","blue"
"bgh01663","turquoise"
"bghG006987000001001","brown"
"bgh03321","yellow"
"bgh01667","yellow"
"bgh03968","blue"
"bgh04795","yellow"
"bghG006988000001001","brown"
"bgh01477","turquoise"
"bgh01476","blue"
"bgh01485","red"
"bgh02852","turquoise"
"bgh03870","pink"
"bgh03909","brown"
"bgh05068","brown"
"bgh05626","brown"
"bgh04516","turquoise"
"bgh03650","black"
"bgh06402","blue"
"bghG007017000001001","blue"
"bgh02649","green"
"bgh02719","black"
"bgh03611","blue"
"bgh00560","yellow"
"bghG007068000001001","brown"
"bgh02172","blue"
"bgh02170","black"
"bgh02171","black"
"bghG007079000001001","brown"
"bgh01713","turquoise"
"bgh02405","blue"
"bgh03848","brown"
"bghG007080000001001","brown"
"bgh00025","purple"
"bgh01711","purple"
"bgh01032","turquoise"
"bgh02854","green"
"bgh02857","green"
"bgh02624","black"
"bgh04897","blue"
"bgh01031","brown"
"bgh00064","yellow"
"bgh06800","blue"
"bghG007112000001001","red"
"bgh02449","brown"
"bghG007125000001001","black"
"bgh03142","green"
"bgh00062","green"
"bgh00629","yellow"
"bgh03162","turquoise"
"bgh06053","blue"
"bgh00135","turquoise"
"bghG007129000001001","purple"
"bgh05405","blue"
"bgh05707","red"
"bgh03164","yellow"
"bghG007129000003001","blue"
"bghG007129000002001","green"
"bgh06569","turquoise"
"bgh02483","brown"
"bgh03627","turquoise"
"bgh04785","turquoise"
"bgh05001","yellow"
"bgh06162","purple"
"bgh03623","brown"
"bgh02351","blue"
"bgh02359","turquoise"
"bgh00671","blue"
"bgh00672","blue"
"bghG007132000001001","blue"
"bghG007132000002001","yellow"
"bgh05300","brown"
"bghG007132000003001","turquoise"
"bgh05062","turquoise"
"bgh06799","turquoise"
"bghG007133000002001","turquoise"
"bghG007135000001001","red"
"bghG007135000002001","black"
"bgh01976","brown"
"bgh05314","turquoise"
"bghG007138000002001","brown"
"bgh06956","blue"
"bghG007138000001001","yellow"
"bgh02338","red"
"bgh03194","brown"
"bgh05432","blue"
"bgh06751","turquoise"
"bgh01630","pink"
"bgh01460","green"
"bgh01631","turquoise"
"bgh00539","turquoise"
"bgh05468","yellow"
"bgh01467","turquoise"
"bgh01443","turquoise"
"bgh05818","black"
"bgh03541","yellow"
"bgh00057","blue"
"bgh01449","red"
"bghG007156000001001","brown"
"bgh04363","turquoise"
"bghG007158000001001","turquoise"
"bgh01435","red"
"bgh02385","magenta"
"bgh06791","black"
"bgh02381","yellow"
"bgh03340","brown"
"bgh01698","blue"
"bgh03111","yellow"
"bgh05072","brown"
"bgh01434","turquoise"
"bgh05569","green"
"bgh03005","magenta"
"bgh01431","blue"
"bghG007168000001001","green"
"bgh00037","black"
"bgh00108","blue"
"bgh01430","blue"
"bgh01702","pink"
"bgh05073","red"
"bgh00107","blue"
"bgh01432","yellow"
"bgh04603","yellow"
"bgh00515","brown"
"bgh00516","blue"
"bgh02352","blue"
"bgh00424","blue"
"bgh00362","blue"
"bgh06112","yellow"
"bgh00408","blue"
"bgh05559","blue"
"bghG007181000001001","red"
"bgh06003","blue"
"bgh00339","turquoise"
"bgh00513","brown"
"bgh00544","green"
"bgh03783","red"
"bgh04092","turquoise"
"bgh00949","blue"
"bgh03076","black"
"bgh04960","blue"
"bgh03368","magenta"
"bgh03369","blue"
"bghG007190000001001","turquoise"
"bgh06121","brown"
"bgh02406","brown"
"bgh03332","turquoise"
"bgh05875","brown"
"bgh04130","green"
"bgh05134","turquoise"
"bgh03754","turquoise"
"bgh06546","blue"
"bgh01284","blue"
"bgh03304","turquoise"
"bgh06720","green"
"bgh02228","green"
"bgh05984","brown"
"bgh05988","turquoise"
"bgh01245","brown"
"bgh04343","brown"
"bgh03381","yellow"
"bgh06951","green"
"bgh02574","purple"
"bgh02570","yellow"
"bgh05041","yellow"
"bgh02075","blue"
"bgh06476","yellow"
"bghG007294000001001","brown"
"bgh05590","turquoise"
"bgh05332","blue"
"bgh02824","brown"
"bgh05649","turquoise"
"bgh01326","turquoise"
"bgh01328","yellow"
"bgh03837","turquoise"
"bgh06370","blue"
"bgh00083","purple"
"bgh03249","purple"
"bghG007324000001001","purple"
"bghG007326000001001","turquoise"
"bgh02216","red"
"bgh02215","pink"
"bgh03316","turquoise"
"bgh00220","turquoise"
"bgh03147","blue"
"bgh06030","turquoise"
"bghG007329000001001","turquoise"
"bgh01041","blue"
"bgh01333","green"
"bgh01040","blue"
"bghG007361000001001","blue"
"bgh04080","turquoise"
"bgh02412","blue"
"bgh02413","yellow"
"bgh02414","blue"
"bgh03597","blue"
"bgh01334","blue"
"bgh01335","blue"
"bgh00558","green"
"bgh00737","green"
"bgh02860","yellow"
"bgh02864","yellow"
"bgh04503","brown"
"bgh04140","brown"
"bgh05058","blue"
"bgh05219","turquoise"
"bgh05236","red"
"bghG007389000001001","black"
"bgh00180","green"
"bgh00271","yellow"
"bgh05199","yellow"
"bgh04135","magenta"
"bgh05050","blue"
"bgh04139","yellow"
"bgh05218","blue"
"bgh00275","blue"
"bgh05208","green"
"bghG007401000001001","brown"
"bghG007402000001001","turquoise"
"bgh06297","blue"
"bgh02286","green"
"bgh05447","yellow"
"bgh02298","brown"
"bgh02582","yellow"
"bgh02292","blue"
"bgh05198","brown"
"bgh02289","blue"
"bgh04789","black"
"bgh05610","yellow"
"bgh00835","turquoise"
"bgh02997","brown"
"bgh06624","brown"
"bgh00288","turquoise"
"bgh03981","turquoise"
"bgh03803","turquoise"
"bgh06427","red"
"bgh03983","yellow"
"bgh06598","brown"
"bgh01138","green"
"bgh04956","green"
"bgh05562","blue"
"bgh01136","black"
"bghG007462000001001","green"
"bgh01217","blue"
"bgh01229","yellow"
"bgh04586","yellow"
"bgh04589","green"
"bgh05235","turquoise"
"bgh01216","yellow"
"bgh04895","turquoise"
"bgh05844","turquoise"
"bghG007473000001001","turquoise"
"bgh01227","yellow"
"bgh03181","green"
"bgh03620","magenta"
"bgh04035","blue"
"bgh03439","yellow"
"bgh06023","red"
"bgh01218","red"
"bgh01220","green"
"bgh01223","magenta"
"bgh01222","turquoise"
"bghG007477000001001","turquoise"
"bgh03739","green"
"bgh02074","yellow"
"bgh03703","green"
"bgh01282","turquoise"
"bgh02695","green"
"bgh00576","brown"
"bgh02788","black"
"bgh04909","blue"
"bgh04527","yellow"
"bgh06675","blue"
"bgh06698","blue"
"bghG007518000001001","brown"
"bgh04532","green"
"bgh01724","blue"
"bgh02709","blue"
"bgh02714","green"
"bgh05078","yellow"
"bgh00583","green"
"bgh04362","green"
"bgh00088","brown"
"bgh01730","green"
"bgh00184","yellow"
"bgh04366","red"
"bgh06384","turquoise"
"bgh01880","brown"
"bgh04933","brown"
"bgh05480","blue"
"bghG007527000002001","blue"
"bghG007527000001001","brown"
"bgh04369","brown"
"bgh04373","turquoise"
"bgh04422","yellow"
"bgh02559","brown"
"bgh04421","turquoise"
"bgh02577","yellow"
"bgh06406","turquoise"
"bgh00696","turquoise"
"bgh00697","brown"
"bghG007539000001001","blue"
"bgh01948","turquoise"
"bgh02617","purple"
"bgh02625","turquoise"
"bgh02627","yellow"
"bgh02630","turquoise"
"bgh06148","red"
"bgh00626","turquoise"
"bgh02618","turquoise"
"bgh02573","brown"
"bgh03511","yellow"
"bgh00179","green"
"bgh03534","turquoise"
"bgh06702","brown"
"bgh06783","green"
"bghG007541000001001","red"
"bgh03337","blue"
"bgh00254","yellow"
"bgh00926","blue"
"bgh00924","red"
"bgh00928","brown"
"bgh00927","red"
"bgh02975","green"
"bgh00537","red"
"bgh05340","turquoise"
"bgh06829","red"
"bgh04350","brown"
"bgh04119","yellow"
"bgh01420","brown"
"bghG007587000001001","turquoise"
"bghG007601000001001","brown"
"bgh02996","blue"
"bgh06045","blue"
"bgh05644","brown"
"bgh03763","turquoise"
"bgh02115","pink"
"bgh02116","yellow"
"bgh02117","black"
"bghG007623000001001","turquoise"
"bgh02792","brown"
"bgh05865","turquoise"
"bgh01632","yellow"
"bgh03572","green"
"bgh03579","turquoise"
"bgh01981","blue"
"bgh00569","yellow"
"bgh02895","blue"
"bgh02901","yellow"
"bgh01613","yellow"
"bgh01932","red"
"bgh01933","red"
"bghG007683000001001","black"
"bgh01958","brown"
"bghG007690000001001","turquoise"
"bghG007691000001001","turquoise"
"bghG007691000002001","turquoise"
"bgh05033","yellow"
"bgh05660","red"
"bgh01497","turquoise"
"bgh00859","blue"
"bgh02393","turquoise"
"bgh04345","turquoise"
"bgh04358","yellow"
"bgh06179","turquoise"
"bgh06413","turquoise"
"bghG007788000001001","brown"
"bgh04378","brown"
"bgh04598","brown"
"bgh03582","turquoise"
"bgh04022","turquoise"
"bgh05804","yellow"
"bghG007839000001001","blue"
"bghG007850000001001","brown"
"bghG007884000001001","brown"
"bgh02587","green"
"bgh04293","black"
"bgh05870","turquoise"
"bghG007957000001001","turquoise"
"bgh04883","green"
"bghG007974000001001","turquoise"
"bgh00541","yellow"
"bgh03063","turquoise"
"bghG008002000002001","turquoise"
"bghG008016000001001","green"
"bgh06169","turquoise"
"bghG008117000001001","turquoise"
"bgh06517","brown"
"bgh06532","green"
"bgh06727","turquoise"
"bgh03478","purple"
"bgh02928","turquoise"
"bghG008575000001001","green"
"bgh03677","brown"
"bghG008605000001001","brown"
"bgh03755","pink"
"bgh03594","green"
"bgh06729","brown"
"bgh02874","green"
"bghG008724000001001","turquoise"
"bghG008727000001001","blue"
"bgh04917","blue"
"bghG008786000001001","blue"
"bgh02925","turquoise"
"bghG008831000001001","turquoise"
"bghG008993000001001","turquoise"
"bghG009031000001001","turquoise"
"bghG009054000001001","brown"
"bgh05803","turquoise"
"bghG009249000001001","turquoise"
"bghG009256000001001","brown"
"bghG009385000001001","turquoise"
"bgh04170","brown"
"bgh05609","turquoise"
"bghG009555000001001","turquoise"
"bgh05100","turquoise"
"bgh03695","turquoise"
"bghG009820000001001","turquoise"
"bghG010412000001001","green"
"bghG010602000001001","turquoise"
"bgh03376","green"
"bgh00800","turquoise"
"bghG013305000001001","turquoise"
"bghG013913000001001","green"
"bgh06518","turquoise"
"bghG014836000001001","turquoise"
